Street_bounding,Name_bounding,Address_bounding,Rating_bounding,Place ID,Latitude_bounding,Longitude_bounding,flag
liberty ave,Smg/Santucci Upmc,"4747 Liberty Avenue, Pittsburgh",,ChIJK29kPkfyNIgRfBZMpulg9Mo,40.4615124,-79.9484087,bounding_only
butler st,Freedom Gateway Bitcoin ATM,"4327 Butler Street, Pittsburgh",,ChIJK40Sf37zNIgR1sVnLcEytpQ,40.4715084,-79.9600646,bounding_only
penn ave,THE WAINWRIGH,"3607 Butler Street, Pittsburgh",,ChIJK5HKvbTzNIgRpJeoHO5gN6Y,40.46566409999999,-79.96528579999999,bounding_only
butler st,Three Rivers Marketing,"4327 Butler Street, Pittsburgh",,ChIJK62zVILzNIgRvSRbu_0V2Zc,40.4715084,-79.9600646,bounding_only
Penn Ave,The Church Brew Works,"3525 Liberty Avenue, Pittsburgh",4.3,ChIJKT2mUrXzNIgRP_zITVG6-1s,40.46198609999999,-79.9640806,broad_filled
48th St,Meals On Wheels,"122 Butler Street, Millvale",,ChIJKTvsUqjzNIgRbeOAasGlwXk,40.4802943,-79.9724359,broad_filled
penn ave,Main Street Diner,"Lawrenceville Market House, 4112 Butler Street, Pittsburgh",5.0,ChIJKUavOQDzNIgRZfPUxuFJsJQ,40.4698449,-79.9607555,consolidated
penn ave,Lauren Cotherman,"310 Fisk Street, Pittsburgh",,ChIJKVOJq07yNIgR-XTcl0ozLk4,40.4660913,-79.9581117,consolidated
penn ave,Denise A White,"310 Fisk Street, Pittsburgh",,ChIJKVOJq07yNIgRictki2d4HFo,40.4660913,-79.9581117,consolidated
penn ave,Huai Yong Cheng,"310 Fisk Street, Pittsburgh",,ChIJKVOJq07yNIgRz16wS7mxWTI,40.4660913,-79.9581117,consolidated
liberty ave,Songbird Artistry,"4316 Penn Avenue, Pittsburgh",5.0,ChIJKVW5TU_yNIgRU0XyKFJON7k,40.46570380000001,-79.9536538,bounding_only
liberty ave,Treasure's Tree Removal,"4433 Howley Street, Pittsburgh",5.0,ChIJKYOiMsw3agIRo31PkS4ZpBA,40.46494289999999,-79.9522278,bounding_only
penn ave,Grey Box Theatre,"3595 Butler Street, Pittsburgh",3.6,ChIJKYQMlbTzNIgRgs2tG9n9roU,40.4653646,-79.9655398,consolidated
liberty ave,"Dr. Angelo D. Lupariello, MD","4564 Penn Avenue, Pittsburgh",,ChIJKa5FLUTyNIgRKLJRviKucKs,40.4657738,-79.9499972,bounding_only
liberty ave,Advanced Kidney Care Medical,"4564 Penn Avenue, Pittsburgh",,ChIJKa5FLUTyNIgRuyCIdah3Oi8,40.4657357,-79.9499903,consolidated
34th St,BCBS,"3410 Charlotte Street, Pittsburgh",4.0,ChIJKd6INqbzNIgRRTDSnrDYg4g,40.4632478,-79.9677706,broad_filled
penn ave,Foundation Tattoo Parlour,"4020 Butler Street Floor 2, Pittsburgh",4.9,ChIJKfmmqEfyNIgRA0jeZO29AV8,40.4691015,-79.9614952,consolidated
penn ave,"Sam's Vintage, LLC","3701 Butler Street FRONT, Pittsburgh",5.0,ChIJKxwrJw_zNIgRKsayNzOq_NA,40.4663887,-79.9647298,consolidated
butler st,Pittsburgh Mobile Mechanic Co.,"4307 Willow Street, Pittsburgh",5.0,ChIJL-kVR1bzNIgRqiuoQyWUrGA,40.472691,-79.96281689999999,consolidated
45th St,Family Dollar,"123 Lincoln Avenue, Millvale",3.6,ChIJL0J32qvzNIgRdSy9vIY08GY,40.47889670000001,-79.9697668,broad_filled
liberty ave,Urban Cottage,"4602 Penn Avenue, Pittsburgh",5.0,ChIJL2ZZMETyNIgRpiGoDxtBfe0,40.46572990000001,-79.9494576,bounding_only
penn ave,Starbucks,"3931 Butler Street, Pittsburgh",4.0,ChIJL3UOHgDzNIgRhdeesD5X4rE,40.4683131,-79.9631632,consolidated
penn ave,Condado Tacos,"4300 Butler Street, Pittsburgh",4.6,ChIJL3ujxP3zNIgR9aqygXcUHAY,40.4706352,-79.9601584,consolidated
penn ave,Zabelsky Dennis DDS,"3712 Main Street, Pittsburgh",,ChIJL4dBm07yNIgRfiqruycv1FM,40.46762500000001,-79.958107,consolidated
penn ave,McDonough's Antiques,"3617 Butler Street, Pittsburgh",4.3,ChIJLSSnpLTzNIgRq8V1rVS_31I,40.46593000000001,-79.9650705,consolidated
penn ave,Scott Electric Lawrenceville,"24 39th Street, Pittsburgh",4.3,ChIJLTnvtUzyNIgRCdkX91QrI78,40.4703046,-79.9670452,consolidated
penn ave,Lawn Man Inc,"4609 Carlton Street, Pittsburgh",3.0,ChIJLWMe0lHyNIgR8RFcLbLn87o,40.47123619999999,-79.9558965,consolidated
liberty ave,Muchacho Home Pittsburgh,"4571 Carroll Street, Pittsburgh",,ChIJLX4nnvnzNIgRPBm4ofsysUY,40.46533509999999,-79.94988149999999,bounding_only
penn ave,Bike Pittsburgh,"188 43rd Street #1, Pittsburgh",4.1,ChIJLXqik0XxNIgRrW_V_qteKvQ,40.4708958,-79.9609175,consolidated
penn ave,Happenstance Cafe,"3832 Penn Avenue, Pittsburgh",5.0,ChIJL_Y8Tr7zNIgRDXMVWjkO3ds,40.4646337,-79.96027149999999,consolidated
penn ave,Penn Ave + Main St,United States,3.0,ChIJL_yP1EjyNIgRcSJtPx-3JfU,40.465573,-79.955463,bounding_only
hatfield st,Rick Horn Construction Inc,"933 Stanton Avenue, Pittsburgh",4.0,ChIJLcQNj6DzNIgRSUYMtTTUMtY,40.4824967,-79.9836316,consolidated
51st St,Carrie Anne Powell Floral Designs,"502 Grant Avenue, Millvale",4.2,ChIJLcUsJ1T6NIgRfVv2RL_XoaA,40.48061,-79.973968,broad_filled
penn ave,Nancy Mosser Casting,"3583 Butler Street, Pittsburgh",4.8,ChIJLcfG6rTzNIgRivSpALQ3Th0,40.4652356,-79.9656509,consolidated
penn ave,be Galleries,"3583 Butler Street, Pittsburgh",4.3,ChIJLcfG6rTzNIgRo2SawReSw8c,40.4652474,-79.9655775,consolidated
penn ave,noma.ai,"3700 Butler Street, Pittsburgh",,ChIJLdaANlfMWaURLLWXEsNoLRU,40.4662644,-79.9644211,bounding_only
liberty ave,"Bloomfield Dental - Dana M. Monahan DDS, LLC","4760 Liberty Avenue, Pittsburgh",4.7,ChIJLerDRUfyNIgR2qGyInIk3nY,40.46092919999999,-79.9480298,bounding_only
liberty ave,Ginza Japanese Restaurant,"4734 Liberty Avenue, Pittsburgh",4.5,ChIJLfzKFEfyNIgR6L1Z3Rj0Q2c,40.4613895,-79.9488118,consolidated
liberty ave,Walsh Thomas L MD,"4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgR7OLl04R15Uw,40.46316929999999,-79.9479092,consolidated
liberty ave,"Dr. Meera Sareen, MD","4727 Friendship Avenue, Pittsburgh",5.0,ChIJM0vj-UXyNIgRD0xsQJczbQg,40.4632342,-79.94816809999999,consolidated
liberty ave,"Dr. Jedediah Mcclintic, MD","4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgRMb1IyA_4gIQ,40.4632342,-79.94816809999999,consolidated
liberty ave,Sealy Mary Lynn MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJM0vj-UXyNIgRXg9tsfnusFg,40.4632342,-79.94816809999999,consolidated
liberty ave,"Dr. Mobolaji A. Ige, MD","4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgRhygT7OkTCC8,40.4632342,-79.94816809999999,consolidated
liberty ave,"Dr. Yahaira L. Lopez Arredondo, MD","4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgRvvyvDMJJXso,40.4632342,-79.94816809999999,consolidated
liberty ave,"Dr. James H. Skorczewski Jr, DO","4727 Friendship Avenue, Pittsburgh",,ChIJM0vj-UXyNIgRxCuMUHKhVKE,40.4632342,-79.94816809999999,consolidated
liberty ave,Martin Fred MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJM0vj-UXyNIgRzu-3XrBCD0E,40.4632342,-79.94816809999999,consolidated
penn ave,Capuchin Friars Development,"220 37th Street, Pittsburgh",4.8,ChIJM3MQtLTzNIgRHBZ6ibWks2A,40.4657442,-79.96463709999999,consolidated
penn ave,Province of St. Augustine,"220 37th Street, Pittsburgh",,ChIJM3MQtLTzNIgRn2k3eOdXSGU,40.4657442,-79.96463709999999,consolidated
penn ave,Archconfraternity of Christian,"220 37th Street, Pittsburgh",,ChIJM3MQtLTzNIgRw0k3KO1Ycbw,40.4657442,-79.96463709999999,consolidated
52nd st,Ossman Heating & Cooling,"25 Fornoff Street, Pittsburgh",5.0,ChIJMQ4SKqbzNIgRp14QlCh_us4,40.4802693,-79.9748994,consolidated
penn ave,Joule Design,"32 39th Street, Pittsburgh",,ChIJMQyfbU3yNIgR-yzKRi5DD-k,40.4689371,-79.9656795,consolidated
butler st,"George Bernard Sestric, MD","193 43rd Street, Pittsburgh",3.5,ChIJMSaviE3yNIgRGotf3_LmTBw,40.4708505,-79.9604617,bounding_only
butler st,"Dr. William Lamb Jr, DO","193 43rd Street, Pittsburgh",,ChIJMSaviE3yNIgRTyRgeX-wMe8,40.4709214,-79.9604064,bounding_only
butler st,"Dr. Philip J. Cichon, MD","193 43rd Street, Pittsburgh",5.0,ChIJMSaviE3yNIgRwchj3-0pWvo,40.4708505,-79.96046179999999,consolidated
50th St,Female Trouble Tattoo,"507 Grant Avenue Floor 1, Millvale",4.5,ChIJMU49ez7zNIgRCyDxAI1mSUU,40.4804816,-79.9743893,broad_filled
penn ave,Zion Evangelical Lutheran Church,"237 37th Street, Pittsburgh",4.4,ChIJMVsySUvyNIgR0oB6cwZTZCM,40.4653802,-79.9635703,consolidated
liberty ave,Ing Mar Medical,"4719 Liberty Avenue, Pittsburgh",,ChIJM_RvEEfyNIgRyO8PY4eaBlo,40.4620115,-79.9491008,consolidated
butler st,Gingerly Press,"100 43rd Street #106, Pittsburgh",5.0,ChIJM_yzeftUxokRjZ5DLt-4npA,40.4729243,-79.96394649999999,consolidated
53rd St,Glenn Distributing Inc.,"315 North Avenue, Millvale",4.6,ChIJMwCRUnfzNIgRZ60sVpK9c2I,40.48217229999999,-79.9740195,broad_filled
liberty ave,Sabol Joseph MD,"4727 Friendship Avenue Suite 200, Pittsburgh",,ChIJN1Fql6_tNIgRqdckHmENCcE,40.4632342,-79.94816809999999,consolidated
34th St,Pink lot 3,"35th Street, Pittsburgh",,ChIJN2SReQDzNIgRKcic1DXswQA,40.46473,-79.96815730000002,broad_filled
42nd St,Pgh 360,"2134 Lowrie Street, Pittsburgh",5.0,ChIJN5mKqrvzNIgR8K2k6cC5C3k,40.47007800000001,-79.97819109999999,broad_filled
Butler St,Material Witness Showroom,"4724 Plummer Street, Pittsburgh",,ChIJN8CvWVHyNIgRmVj9Qs4T6tg,40.4752213,-79.9582331,broad_filled
liberty ave,Bloomfield Drug Store,"4727 Liberty Avenue, Pittsburgh",4.5,ChIJN8sfFEfyNIgRjylMDpeH9-U,40.46179,-79.9489428,consolidated
penn ave,Spectra Contract Flooring,"26 39th Street, Pittsburgh",,ChIJNR6I4bLzNIgRG05aCFrxj3U,40.47029,-79.96678899999999,consolidated
44th St,Lowrie St + Heckleman,United States,,ChIJNRgnwbvzNIgRrVJ-d0W8PnA,40.468788,-79.97908,broad_filled
liberty ave,State Insurance services,"4772 Liberty Avenue, Pittsburgh",4.5,ChIJNTdYTkfyNIgR8ddWotSbjMM,40.4607322,-79.9477091,bounding_only
penn ave,Pittsburgh Plant Co.,"158 41st Street, Pittsburgh",4.8,ChIJNU7yMsPzNIgROPph0Hf5hCQ,40.470409,-79.9626773,consolidated
butler st,Lawrenceville Three Rivers Heritage Trail,"Lawrenceville Trail, Pittsburgh",4.6,ChIJNUOwfZHzNIgRZ7VbbnVrX-g,40.47136130000001,-79.967191,consolidated
butler st,Butler St + 46th,United States,,ChIJNVbGKFLyNIgRRNS-7TfJy5s,40.472953,-79.95873499999999,consolidated
liberty ave,Empire on Liberty,"4045 Liberty Avenue, Pittsburgh",,ChIJNWnM6gBYNIgRogyIVsBjTHc,40.4633369,-79.9553656,bounding_only
Liberty Ave,Silver Eye Center For Photography,"4808 Penn Avenue, Pittsburgh",4.4,ChIJNYRZPULxNIgRANmifRTkykA,40.4652722,-79.9462648,broad_filled
Penn Ave,Common Plea Catering,"3700 Liberty Avenue, Pittsburgh",4.3,ChIJNaKEjMjzNIgREcTsnLlq4cI,40.4618872,-79.9617968,broad_filled
penn ave,"Laila Maher Younes, MD","3937 Butler Street, Pittsburgh",,ChIJNen9py3zNIgRuikS8oRmS4A,40.4689045,-79.9634657,consolidated
liberty ave,Mike Newell - State Farm Insurance Agent,"4772 Liberty Avenue, Pittsburgh",4.8,ChIJNezMSkbyNIgRJ6ok-AvSk-Q,40.460727,-79.94771290000001,bounding_only
penn ave,Butler St + 36th St,United States,,ChIJO-hovrTzNIgR9-NF7uZ45zU,40.46547899999999,-79.96531,bounding_only
liberty ave,Western Union,"4411 Howley Street, Pittsburgh",,ChIJO2ZzHUbyNIgRFYZXDDa6gCg,40.464643,-79.952764,consolidated
butler st,Leslie Park,"Butler St &, 46th Street, Pittsburgh",5.0,ChIJO49qSADzNIgRLYsaswZvD8k,40.472813,-79.95880319999999,consolidated
liberty ave,Wicked Skatewear,"4618 Liberty Avenue, Pittsburgh",4.8,ChIJO4ZMcr3zNIgRxfDmnMCFOq8,40.4620653,-79.9503508,bounding_only
penn ave,Arsenal Bowl,"212 44th Street, Pittsburgh",4.1,ChIJO8AsClLyNIgRPAgbZDmdado,40.471189,-79.9595354,consolidated
liberty ave,Basketball Court,Pittsburgh,,ChIJO8kmaUjyNIgRp9N3jjZSdO0,40.4622423,-79.95393779999999,consolidated
liberty ave,Radio Skateshop,"4116 Main Street, Pittsburgh",4.8,ChIJOQDRuefzNIgRhUkR_Hu5E1g,40.4651109,-79.9547319,bounding_only
liberty ave,PCNA,"4115 Liberty Avenue, Pittsburgh",,ChIJOSjAjUjyNIgREMdmgudUBP8,40.4635449,-79.9539729,bounding_only
liberty ave,Builtinbloomfield,"4042 Liberty Avenue, Pittsburgh",,ChIJOTcjq0nyNIgRHYSbPSzO_N8,40.4629138,-79.9556971,bounding_only
penn ave,Tom Savini Mural,"166 Almond Way, Pittsburgh",,ChIJOTpYeYvzNIgR9t1ahALvjpY,40.4697972,-79.9629253,consolidated
liberty ave,Nico's Recovery Room,"178 Pearl Street, Pittsburgh",4.3,ChIJOVBi60byNIgR1hXCUnFAEzo,40.4636488,-79.9489514,consolidated
penn ave,"Marybrooke Umhau Burval, MD","3937 Butler Street, Pittsburgh",,ChIJO_73OBbzNIgRZ3OnhjFHx3Y,40.4689045,-79.9634657,consolidated
Liberty Ave,Assemble,"4824 Penn Avenue, Pittsburgh",5.0,ChIJOelYBkLyNIgRHlIbIw_axws,40.4652471,-79.94599029999999,broad_filled
liberty ave,Bodega Film Lab,"4120 Main Street, Pittsburgh",5.0,ChIJOxSdjZDzNIgRQYAWMS6xF7A,40.46504789999999,-79.9546044,bounding_only
34th St,FleetPride Service Center,"112 35th Street, Pittsburgh",4.7,ChIJOz84NrTzNIgRcvp0PgweyGA,40.4645868,-79.9685259,broad_filled
Plummer St,PNC ATM,"401 Grant Avenue, Millvale",5.0,ChIJP03cjRbzNIgR5gEudrOMxvI,40.4798567,-79.9732465,broad_filled
liberty ave,Lavish Hair Studio,"4602 Penn Avenue, Pittsburgh",4.8,ChIJP0NbMETyNIgRYtZr7d3_ncY,40.46569,-79.94942999999999,consolidated
butler st,Cardtronics,"Arsenal Lanes, 212 44th Street, Pittsburgh",,ChIJP2MyClLyNIgRyCOEYEJBgjk,40.471189,-79.9595354,consolidated
42nd St,St. Nicholas Church,"24 Maryland Avenue, Pittsburgh",4.9,ChIJP5flLxvzNIgRavjNmpHkIUg,40.4770936,-79.96970999999999,broad_filled
penn ave,The Babe Cave,"3703 Butler Street, Pittsburgh",4.6,ChIJP806w8bzNIgRpONvLVJT7vY,40.46646150000001,-79.96485779999999,consolidated
penn ave,Steward Goode,"3700 Butler Street Suite 320, Pittsburgh",,ChIJP8pGQNPzNIgRp9cYOD8cad8,40.4662644,-79.9644211,bounding_only
liberty ave,Trace Brewing,"4312 Main Street, Pittsburgh",4.5,ChIJP8urYiDzNIgREgF-SxSwAnk,40.464085,-79.953357,bounding_only
penn ave,Brooklyn Bagel at Arsenal,"3915 Butler Street, Pittsburgh",4.4,ChIJP9e7G-jzNIgRkZGSNYvfzGU,40.467886,-79.96362959999999,consolidated
39th st,Millvale Riverfront Park,"70 River Front Drive, Pittsburgh",4.5,ChIJPR3OP67zNIgR-NjpvQp_HaA,40.4728491,-79.9712009,consolidated
penn ave,Nine O'Clock Wines,"4112 Butler Street, Pittsburgh",5.0,ChIJPR5HI7_zNIgRrC6mn6BBLnw,40.46986939999999,-79.96070089999999,consolidated
34th St,Mark's Truck & Auto Care,"3400 Smallman Street, Pittsburgh",5.0,ChIJPZDvosnzNIgRnFRo1wwPgLQ,40.46320029999999,-79.9682034,broad_filled
penn ave,Matthew Thomas Advisors,"3706 Butler Street, Pittsburgh",,ChIJP_1FKJPxNIgRLoWIZUa5ztA,40.4663709,-79.9643997,bounding_only
liberty ave,LibertyX Bitcoin ATM,"4776 Liberty Avenue, Pittsburgh",,ChIJPaTG9s3zNIgRUUXVq4kpeLw,40.4606299,-79.9476277,bounding_only
penn ave,Millie's Homemade Truck - Tiny Fleet,"3803 Butler Street, Pittsburgh",5.0,ChIJPeolNfjzNIgRHWwtAqrrYnA,40.467112,-79.96436159999999,consolidated
penn ave,Lumi Beauty Boutique,"3605 Butler Street, Pittsburgh",4.5,ChIJPf4EY7PzNIgR62qmPTzX3x0,40.4656268,-79.9653155,bounding_only
39th St,Millvale Marina,"101 Bridge Street, Pittsburgh",4.5,ChIJQ07VPKzzNIgRBPv1eXKWsQo,40.47595759999999,-79.9683909,broad_filled
butler st,Jersey Chrome Plating Co,"144 46th Street, Pittsburgh",4.3,ChIJQ4iErlPyNIgRb_EQweBvxvA,40.4739961,-79.9608299,bounding_only
Fisk St,MT Troy Rd + Kinkura,United States,,ChIJQ4poR5_zNIgRS9D4PMjH9G4,40.479397,-79.987611,broad_filled
liberty ave,American Discount Uniform,"4782 Liberty Avenue, Pittsburgh",4.6,ChIJQ6GHTUfyNIgRbsaNtJpYes8,40.4606286,-79.9473838,bounding_only
liberty ave,"Todd Pungratz, MSW, LCSW, CAADC","4111 Penn Avenue, Pittsburgh",,ChIJQ6eHW9_zNIgRc_J9S0Ld2Jw,40.4658925,-79.9548051,bounding_only
McCandless Ave,Tasty Taquitos,"301 North Avenue, Pittsburgh",5.0,ChIJQQ9urQTzNIgR7VgT3deDMQI,40.4818167,-79.97431859999999,broad_filled
liberty ave,Freehand Craft Studio,"4741 Liberty Avenue, Pittsburgh",5.0,ChIJQTW_PUfyNIgReWckbWGfkJc,40.4616204,-79.94855280000002,consolidated
penn ave,Butler St at 38th St,United States,,ChIJQViqU7PzNIgRv7nZPUDgRrc,40.4668077,-79.9642786,consolidated
butler st,Eclipse Wholesale Inc,"26 39th Street, Pittsburgh",4.0,ChIJQVwDTbNiNIgRIO-0u0mUVkI,40.4709266,-79.9665266,consolidated
56th St,Rusty Hook Auto Salvage in Pittsburgh,"3015 Mount Troy Road, Pittsburgh",4.9,ChIJQf77OkLzNIgRz3--q9K9Wh0,40.4783377,-79.9868127,broad_filled
liberty ave,Big Shot Bob's House of Wings,"4766 Liberty Avenue, Pittsburgh",3.5,ChIJQft3kaTzNIgRetJTJOLl88g,40.4607851,-79.9479285,bounding_only
44th St,True Merchant,"230 Stanton Avenue, Pittsburgh",4.9,ChIJQwRMOanzNIgRMT3JgpWr_ok,40.47797919999999,-79.9712816,broad_filled
44th St,Trace Services,"230 Stanton Avenue, Pittsburgh",2.6,ChIJQwRMOanzNIgRvtYEfZNIiMY,40.47797919999999,-79.9712816,broad_filled
liberty ave,Bloomers Laundromat,"4651 Gangwish Street, Pittsburgh",3.2,ChIJQxDVE0byNIgR_niGevl7uTE,40.4645551,-79.9517985,bounding_only
Butler St,Tower Drafting Services,"4739 Butler Street, Pittsburgh",,ChIJR1ncWlHyNIgRx3RefEY5BG0,40.4751791,-79.9579503,broad_filled
liberty ave,Jeff's Notary Service,"4035 Penn Avenue, Pittsburgh",4.2,ChIJR4DKM0nyNIgR4KLOtOHq5sU,40.46552200000001,-79.9565618,bounding_only
penn ave,STRIDE Fitness Lawrenceville,"3901 Butler Street, Pittsburgh",5.0,ChIJR6fs-T7zNIgRdNKAQLeNIgQ,40.4677344,-79.963743,consolidated
liberty ave,Kanakamedala Satish B B MD,"4506 Penn Avenue, Pittsburgh",4.0,ChIJRQWq6W7uNIgRFfE4SVijsTk,40.4660366,-79.9520533,bounding_only
Penn Ave,"Four Pillars Paint, LLC","3500 Penn Avenue, Pittsburgh",5.0,ChIJRT-NaweTDiARHaAUZU4oeKk,40.4637925,-79.9650157,broad_filled
51st st,The Gardens of Millvale,"22 Butler Street, Millvale",4.7,ChIJRVdq9KjzNIgRz4pLADDFPMk,40.4790893,-79.9732111,consolidated
liberty ave,Beroes Law Center,"4054 Penn Avenue, Pittsburgh",4.4,ChIJRViYKUnyNIgRvdTOxIPZykY,40.46538899999999,-79.95580749999999,bounding_only
penn ave,Whitey's Mobile Wash,"135 Almond Way, Pittsburgh",4.8,ChIJRX8FBPfyNIgRQQfggMyUVXU,40.4708755,-79.96409489999999,consolidated
liberty ave,Amazing Massage,"4521 Liberty Avenue, Pittsburgh",5.0,ChIJRas3-BTzNIgRPK9H4m8LWv8,40.4629369,-79.9509798,bounding_only
liberty ave,Marino's Auto Repair,"4610 Juniper Street, Pittsburgh",4.0,ChIJRbGV9DfyNIgRMLRx3jW9DZs,40.4592334,-79.9531763,consolidated
penn ave,Chocolatier Fortvna,"4112 Butler Street, Pittsburgh",5.0,ChIJRfi_-NjzNIgRiFXimgbCmkw,40.4698416,-79.9606687,consolidated
penn ave,Coffee at Brick Shop,"177 40th Street, Pittsburgh",3.0,ChIJRfmwWXvzNIgRLV4SEczR2PU,40.4697099,-79.9627665,consolidated
penn ave,Butler St + 41st,United States,,ChIJRzzuCU3yNIgRvRHSwgmGUIo,40.46958600000001,-79.96124999999999,consolidated
penn ave,Penn Ave at 40th St,United States,,ChIJS0NpWknyNIgRySaiw7YWxHg,40.4651715,-79.957978,bounding_only
34th St,Heart of Glass,"3613 Butler Street, Pittsburgh",4.9,ChIJS2B_RmvzNIgROYYZ_7D8OSU,40.4658377,-79.9652739,broad_filled
liberty ave,"Saint Ravioli, LLC","4615 Liberty Avenue, Pittsburgh",5.0,ChIJS44FwHLzNIgRBuXKiLvltE4,40.4625455,-79.9502734,bounding_only
39th st,Washington Crossing Bridge,Millvale,5.0,ChIJS6VA6a3zNIgRx6dKHnrostE,40.4728222,-79.96856509999999,consolidated
53rd St,Zurcher Home Improvements,"317 William Street, Pittsburgh",5.0,ChIJS9c9XBHzNIgRAX5gx4KWZ_Q,40.4828567,-79.9752041,broad_filled
penn ave,PNC Bank,"4101 Butler Street, Pittsburgh",3.5,ChIJSRISCk3yNIgRd14Ba2yucxA,40.46979,-79.96146,consolidated
butler st,ATM,"146 44th Street, Pittsburgh",,ChIJSRISCk3yNIgRupmzeX_KT7Q,40.4725156,-79.9616872,consolidated
liberty ave,International Fashion House Braiding & Boutique,"4709 Liberty Avenue, Pittsburgh",,ChIJSRT_BEfyNIgRBT7cTfxAwX0,40.4620819,-79.94947359999999,consolidated
34th st,Mattress Firm Warehouse,"55 38th Street, Pittsburgh",4.1,ChIJSTO7ALPzNIgR1TY91CZmg6Q,40.46852370000001,-79.96824289999999,consolidated
penn ave,Butler St + 36th St,United States,,ChIJSW15v7TzNIgRV6KMwdDmgEk,40.465433,-79.965183,bounding_only
liberty ave,Bloomfield Community Market,"4401 Liberty Avenue, Pittsburgh",3.8,ChIJSW9ZdrnzNIgRj9BwbOPANKs,40.46411,-79.9524806,bounding_only
butler st,World War I Memorial Park,"201 46th Street, Pittsburgh",4.7,ChIJSWbaJ1LyNIgRgmnckUWc6ng,40.47285389999999,-79.95851480000002,consolidated
penn ave,39th St + Butler,United States,,ChIJSYx0t0zyNIgRMA-lpU4aPUY,40.467498,-79.96359199999999,bounding_only
liberty ave,Pad Thai Noodle,"4770 Liberty Avenue, Pittsburgh",4.2,ChIJSbERT0fyNIgRGxDyCmC7sAY,40.46076600000001,-79.9477982,bounding_only
liberty ave,Thai Cuisine,"4627 Liberty Avenue, Pittsburgh",4.6,ChIJSegbAUfyNIgRxWUkXGV0_sM,40.46234,-79.9498926,consolidated
butler st,BEER & CHEERS,"4327 Butler Street, Pittsburgh",3.8,ChIJSf7urOvzNIgRpurzk_CR1ls,40.4715084,-79.9600646,bounding_only
Liberty Ave,U-Haul Moving & Storage of Oakland,"3700 Bigelow Boulevard, Pittsburgh",3.8,ChIJSwrDnU3zNIgRRGzgiDmQI4U,40.4578682,-79.9563884,broad_filled
51st St,Shear Timing,"500 Grant Avenue, Pittsburgh",4.9,ChIJSzo-aKjzNIgRpgPSayFMd7M,40.4804912,-79.9739941,broad_filled
penn ave,Butler St + 37th,United States,,ChIJT1xkr7TzNIgRVK2T2povJbE,40.466091,-79.964775,bounding_only
penn ave,Bergen Street Piano Lessons,"3832 Mintwood Street, Pittsburgh",5.0,ChIJT2WmkIP3NIgRrTgpIJXnimQ,40.46372119999999,-79.95995769999999,bounding_only
penn ave,Shiloh Center,"3832 Mintwood Street, Pittsburgh",4.4,ChIJT4ahtUvyNIgRwrky4FojGPs,40.46370040000001,-79.9599334,bounding_only
penn ave,Belvedere’s Ultra-Dive,"4016 Butler Street, Pittsburgh",3.8,ChIJTS0VAU3yNIgRA8pOtAG_B6g,40.4689441,-79.9615335,consolidated
48th St,"Double L, INC","307 Grant Avenue, Millvale",4.5,ChIJTSceAqnzNIgRKrH4xw6lpj8,40.4793975,-79.97236149999999,broad_filled
penn ave,"Robleto Kuruce, PLLC","3706 Butler Street, Pittsburgh",5.0,ChIJTTIhslbxNIgRNT5HiQJTdMw,40.4663709,-79.9643997,consolidated
liberty ave,The Hole Tavern,"4501 Torley Street, Pittsburgh",4.7,ChIJTUAT5IDzNIgRiYV3wAV1-Wc,40.4648698,-79.9505188,bounding_only
liberty ave,M. O’Herron Company,"4002 Lorigan Street, Pittsburgh",3.7,ChIJTVpDzknyNIgRDS9U29IvEJ0,40.46130650000001,-79.9561643,consolidated
liberty ave,Hogan Studios,"4523 Liberty Avenue, Pittsburgh",,ChIJTW-tTUbyNIgRRlt27qeDoWw,40.46292049999999,-79.950915,consolidated
46th St,Medicap Pharmacy,"225 Grant Avenue, Millvale",4.7,ChIJTWazBKnzNIgRio_BdlHNrH8,40.479057,-79.9720861,broad_filled
penn ave,Noire Distillery,"3908 Penn Avenue, Pittsburgh",5.0,ChIJTX0yv6rzNIgRet4O5PdFI0A,40.46478,-79.95952799999999,consolidated
liberty ave,Ficarri Builders,"4518 Liberty Avenue, Pittsburgh",,ChIJTYsvbaLzNIgR2GN7eMNGwu4,40.46260439999999,-79.95134809999999,consolidated
liberty ave,Pittsburgh tobacco and vape,"4776 Liberty Avenue, Pittsburgh",5.0,ChIJT_5T8SrzNIgRQQX0ykyJXSE,40.4606299,-79.9476277,bounding_only
liberty ave,Serpent Moon Tattoo Co.,"4516 Liberty Avenue, Pittsburgh",4.9,ChIJTappsurzNIgRIPhBHxPSSQY,40.4626673,-79.9513918,consolidated
liberty ave,Liberty Ave at Pearl St,United States,,ChIJTd-0B0fyNIgRnPV7TO8Spts,40.462094,-79.949877,bounding_only
butler st,Merritt Chase,"188 43rd Street, Pittsburgh",,ChIJTdMzI9nzNIgR10msu1Cz9RE,40.4707355,-79.9610699,bounding_only
